Product_Supermarket_Identifier,Product_Supermarket_Sales
FDK45_CHUKWUDI035,5326.566877
FDK45_CHUKWUDI045,4681.02085
FDK46_CHUKWUDI010,6831.849196
FDK46_CHUKWUDI018,10137.71162
FDK48_CHUKWUDI017,3896.07295
FDK48_CHUKWUDI027,8396.620445
FDK48_CHUKWUDI045,3420.663961
FDK48_CHUKWUDI046,3577.484999
FDK48_CHUKWUDI049,3649.069515
FDK51_CHUKWUDI010,8235.801499
FDK51_CHUKWUDI013,11845.14293
FDK51_CHUKWUDI027,17034.40071
FDK51_CHUKWUDI035,12711.35917
FDK51_CHUKWUDI046,12171.29213
FDK51_CHUKWUDI049,12439.9867
FDK52_CHUKWUDI010,4948.16623
FDK52_CHUKWUDI013,8607.755506
FDK52_CHUKWUDI018,8351.730962
FDK55_CHUKWUDI017,4525.458582
FDK55_CHUKWUDI018,3442.664618
FDK55_CHUKWUDI019,-1716.705667
FDK55_CHUKWUDI035,4684.834939
FDK55_CHUKWUDI045,4128.153065
FDK56_CHUKWUDI010,3477.825558
FDK56_CHUKWUDI013,6870.910328
FDK57_CHUKWUDI027,9916.043293
FDK58_CHUKWUDI018,4113.160989
FDK58_CHUKWUDI019,-981.0228535
FDK58_CHUKWUDI027,9781.86066
FDK58_CHUKWUDI035,5596.569362
FDK58_CHUKWUDI045,4859.121725
FDK60_CHUKWUDI018,3852.691015
FDK60_CHUKWUDI035,5042.03885
FDL02_CHUKWUDI019,-698.2366892
FDL03_CHUKWUDI013,5907.899453
FDL04_CHUKWUDI017,4603.624759
FDL04_CHUKWUDI027,9126.777558
FDL04_CHUKWUDI035,4799.364716
FDL08_CHUKWUDI013,6477.469615
FDL08_CHUKWUDI046,6807.111207
FDL10_CHUKWUDI017,4417.167591
FDL10_CHUKWUDI018,3270.448535
FDL10_CHUKWUDI027,8853.78636
FDL10_CHUKWUDI035,4516.268664
FDL10_CHUKWUDI045,3998.623851
FDL12_CHUKWUDI019,-3630.38195
FDL12_CHUKWUDI027,7245.699956
FDL12_CHUKWUDI035,2992.833724
FDL12_CHUKWUDI046,2402.983055
FDL13_CHUKWUDI010,4878.714771
FDL13_CHUKWUDI013,8537.725496
FDL13_CHUKWUDI018,8157.949321
FDL13_CHUKWUDI049,9068.407485
FDL16_CHUKWUDI017,2756.066436
FDL16_CHUKWUDI018,1641.664119
FDL16_CHUKWUDI019,-3686.157646
FDL16_CHUKWUDI049,2630.762044
FDL20_CHUKWUDI017,5803.172941
FDL20_CHUKWUDI027,10323.0576
FDL20_CHUKWUDI035,6070.139376
FDL20_CHUKWUDI045,5459.781798
FDL21_CHUKWUDI019,-3681.187515
FDL21_CHUKWUDI035,2857.221532
FDL21_CHUKWUDI045,2172.685857
FDL21_CHUKWUDI046,2253.192993
FDL22_CHUKWUDI017,4785.891945
FDL22_CHUKWUDI027,9311.291639
FDL22_CHUKWUDI035,4977.351107
FDL22_CHUKWUDI045,4342.45598
FDL24_CHUKWUDI013,10050.96144
FDL25_CHUKWUDI017,4194.543141
FDL25_CHUKWUDI018,3023.18883
FDL27_CHUKWUDI018,2407.111974
FDL27_CHUKWUDI045,3163.617095
FDL27_CHUKWUDI046,3194.388507
FDL27_CHUKWUDI049,3466.622641
FDL28_CHUKWUDI013,7945.125243
FDL32_CHUKWUDI017,5022.746422
FDL33_CHUKWUDI010,2401.256248
FDL33_CHUKWUDI013,6083.900839
FDL34_CHUKWUDI027,12105.53906
FDL36_CHUKWUDI017,5021.059235
FDL36_CHUKWUDI018,3785.600996
FDL36_CHUKWUDI019,-1361.051168
FDL36_CHUKWUDI027,9358.816049
FDL36_CHUKWUDI045,4535.219897
FDL38_CHUKWUDI018,3498.430921
FDL38_CHUKWUDI019,-1668.69078
FDL38_CHUKWUDI027,9102.725355
FDL38_CHUKWUDI035,4886.212501
FDL38_CHUKWUDI045,4254.949864
FDL39_CHUKWUDI013,4997.592291
FDL40_CHUKWUDI018,3165.801223
FDL40_CHUKWUDI019,-1900.022455
FDL40_CHUKWUDI027,8684.768631
FDL40_CHUKWUDI035,4414.97895
FDL40_CHUKWUDI045,3773.067559
FDL43_CHUKWUDI017,2697.132956
FDL43_CHUKWUDI027,7240.138257
FDL43_CHUKWUDI035,2888.502305
FDL43_CHUKWUDI046,2280.914181
FDL43_CHUKWUDI049,2503.358857
FDL45_CHUKWUDI027,10288.01989
FDL45_CHUKWUDI035,5918.535579
FDL45_CHUKWUDI045,5336.936461
FDL46_CHUKWUDI027,9333.17708
FDL46_CHUKWUDI035,5116.362751
FDL48_CHUKWUDI017,3502.190029
FDL48_CHUKWUDI027,7875.58776
FDL48_CHUKWUDI035,3662.110547
FDL48_CHUKWUDI046,3061.611991
FDL48_CHUKWUDI049,3308.788955
FDL51_CHUKWUDI013,7260.905831
FDL51_CHUKWUDI046,7537.24973
FDL52_CHUKWUDI017,2828.33394
FDL52_CHUKWUDI018,1678.078705
FDL52_CHUKWUDI019,-3413.914535
FDL52_CHUKWUDI027,7304.154049
FDL52_CHUKWUDI046,2390.972164
FDL56_CHUKWUDI018,2851.109417
FDL56_CHUKWUDI019,-2555.686266
FDL56_CHUKWUDI027,8446.374897
FDL56_CHUKWUDI035,4101.088905
FDL56_CHUKWUDI045,3451.653733
FDL57_CHUKWUDI013,11216.30836
FDL57_CHUKWUDI018,10712.07682
FDL57_CHUKWUDI049,11722.07436
FDL58_CHUKWUDI010,4083.591472
FDL58_CHUKWUDI013,7915.215176
FDL58_CHUKWUDI018,7503.314443
FDL58_CHUKWUDI035,8788.465171
FDL58_CHUKWUDI045,8196.072722
FDL58_CHUKWUDI046,8120.454863
FDL58_CHUKWUDI049,8467.147348
FDM01_CHUKWUDI017,4613.35733
FDM01_CHUKWUDI018,3370.840546
FDM01_CHUKWUDI027,9018.948274
FDM01_CHUKWUDI035,4727.202327
FDM02_CHUKWUDI017,4598.761371
FDM02_CHUKWUDI018,3448.578226
FDM02_CHUKWUDI035,4669.765149
FDM02_CHUKWUDI046,4119.016615
FDM03_CHUKWUDI017,3155.174683
FDM03_CHUKWUDI027,7866.015889
FDM03_CHUKWUDI035,3272.84718
FDM04_CHUKWUDI017,3377.624319
FDM04_CHUKWUDI018,2248.692071
FDM04_CHUKWUDI035,3597.613885
FDM04_CHUKWUDI046,3032.660109
FDM04_CHUKWUDI049,3279.927096
FDM08_CHUKWUDI010,3961.528459
FDM08_CHUKWUDI013,7751.899792
FDM08_CHUKWUDI046,7940.029639
FDM10_CHUKWUDI013,5657.355092
FDM12_CHUKWUDI010,987.3931176
FDM14_CHUKWUDI027,10912.09537
FDM14_CHUKWUDI035,6599.65243
FDM16_CHUKWUDI018,2888.938743
FDM16_CHUKWUDI046,3534.233797
FDM20_CHUKWUDI013,9398.018624
FDM20_CHUKWUDI018,9117.912683
FDM20_CHUKWUDI046,9642.394145
FDM21_CHUKWUDI049,9793.687121
FDM22_CHUKWUDI019,-2701.059391
FDM22_CHUKWUDI027,8118.465693
FDM22_CHUKWUDI035,3859.103525
FDM25_CHUKWUDI013,6719.164262
FDM28_CHUKWUDI010,2180.627309
FDM28_CHUKWUDI013,5791.750887
FDM32_CHUKWUDI018,3588.251074
FDM32_CHUKWUDI046,4389.808079
FDM33_CHUKWUDI013,10158.92934
FDM33_CHUKWUDI018,9867.150802
FDM33_CHUKWUDI046,10353.49028
FDM34_CHUKWUDI027,10022.59896
FDM36_CHUKWUDI013,6698.965704
FDM38_CHUKWUDI046,3435.78883
FDM39_CHUKWUDI010,5224.29414
FDM39_CHUKWUDI013,9299.743961
FDM44_CHUKWUDI017,3967.497927
FDM44_CHUKWUDI019,-2601.268166
FDM44_CHUKWUDI045,3595.097701
FDM45_CHUKWUDI035,6108.168214
FDM45_CHUKWUDI045,5366.482367
FDM46_CHUKWUDI027,8561.870388
FDM46_CHUKWUDI035,4322.923795
FDM46_CHUKWUDI045,3726.664496
FDM50_CHUKWUDI018,2111.454952
FDM50_CHUKWUDI027,7726.635104
FDM50_CHUKWUDI035,3506.45114
FDM50_CHUKWUDI045,2864.472263
FDM51_CHUKWUDI017,5409.787692
FDM51_CHUKWUDI035,5661.553597
FDM51_CHUKWUDI045,5058.677139
FDM56_CHUKWUDI017,3429.221744
FDM56_CHUKWUDI019,-2814.189646
FDM56_CHUKWUDI027,7994.293311
FDM57_CHUKWUDI017,4381.812597
FDM57_CHUKWUDI035,4481.2638
FDM57_CHUKWUDI045,3874.651609
FDM57_CHUKWUDI046,3955.388291
FDM58_CHUKWUDI017,5980.094001
FDM58_CHUKWUDI027,10597.80839
FDM60_CHUKWUDI017,3096.385046
FDM60_CHUKWUDI018,1919.671935
FDM60_CHUKWUDI046,2572.171659
FDM60_CHUKWUDI049,2901.163839
FDN01_CHUKWUDI010,2295.16512
FDN02_CHUKWUDI013,8986.131562
FDN02_CHUKWUDI046,9297.973185
FDN03_CHUKWUDI010,5893.314461
FDN03_CHUKWUDI046,9907.258885
FDN04_CHUKWUDI013,4944.878596
FDN08_CHUKWUDI027,9950.295178
FDN08_CHUKWUDI045,5101.686239
FDN09_CHUKWUDI010,4719.323013
FDN09_CHUKWUDI013,8372.267112
FDN09_CHUKWUDI018,7729.408744
FDN10_CHUKWUDI027,8600.8871
FDN10_CHUKWUDI035,4366.366674
FDN10_CHUKWUDI045,3745.649526
FDN12_CHUKWUDI027,8769.827649
FDN12_CHUKWUDI045,4099.275207
FDN13_CHUKWUDI017,3283.387361
FDN13_CHUKWUDI019,-3220.436427
FDN13_CHUKWUDI045,2790.89546
FDN15_CHUKWUDI027,9841.627471
FDN16_CHUKWUDI017,4487.107385
FDN16_CHUKWUDI045,4136.216656
FDN22_CHUKWUDI013,8024.417965
FDN22_CHUKWUDI018,7661.746075
FDN24_CHUKWUDI017,2984.041231
FDN24_CHUKWUDI019,-3390.43007
FDN24_CHUKWUDI027,7137.360274
FDN24_CHUKWUDI045,2637.006161
FDN24_CHUKWUDI046,2600.606218
FDN25_CHUKWUDI018,1072.148465
FDN25_CHUKWUDI019,-4226.734129
FDN25_CHUKWUDI035,2428.275748
FDN25_CHUKWUDI049,1993.286934
FDN27_CHUKWUDI027,8829.14212
FDN27_CHUKWUDI035,4544.924631
FDN28_CHUKWUDI017,3929.333545
FDN28_CHUKWUDI018,2757.716699
FDN28_CHUKWUDI035,4060.32604
FDN31_CHUKWUDI013,5509.289014
FDN33_CHUKWUDI027,7797.215179
FDN34_CHUKWUDI013,6381.669864
FDN38_CHUKWUDI013,9024.624616
FDN38_CHUKWUDI018,8740.501632
FDN38_CHUKWUDI046,9432.382709
FDN39_CHUKWUDI013,5452.502431
FDN45_CHUKWUDI046,8273.819038
FDN46_CHUKWUDI017,5413.520051
FDN46_CHUKWUDI035,5334.415219
FDN46_CHUKWUDI045,4645.823976
FDN48_CHUKWUDI018,3363.09826
FDN48_CHUKWUDI019,-1986.623077
FDN48_CHUKWUDI027,8825.995022
FDN48_CHUKWUDI035,4545.136279
FDN48_CHUKWUDI045,4027.398475
FDN49_CHUKWUDI018,2505.680466
FDN49_CHUKWUDI035,3805.403412
FDN49_CHUKWUDI046,3187.124559
FDN49_CHUKWUDI049,3402.211041
FDN50_CHUKWUDI018,1882.443597
FDN50_CHUKWUDI027,7433.61042
FDN52_CHUKWUDI027,8691.137418
FDN57_CHUKWUDI027,11487.30407
FDN58_CHUKWUDI013,14624.88718
FDN58_CHUKWUDI018,14287.74713
FDN58_CHUKWUDI046,14933.19867
FDN58_CHUKWUDI049,15152.01361
FDO01_CHUKWUDI027,9722.668121
FDO01_CHUKWUDI045,4796.650449
FDO03_CHUKWUDI018,10935.76208
FDO04_CHUKWUDI017,3147.792899
FDO04_CHUKWUDI018,1939.306207
FDO04_CHUKWUDI027,7511.793585
FDO04_CHUKWUDI046,2769.330088
FDO09_CHUKWUDI013,8577.48866
FDO09_CHUKWUDI045,8882.978977
FDO09_CHUKWUDI046,8903.473282
FDO09_CHUKWUDI049,9242.928049
FDO10_CHUKWUDI017,3177.425268
FDO10_CHUKWUDI019,-2958.682775
FDO10_CHUKWUDI027,7666.882257
FDO10_CHUKWUDI035,3471.704894
FDO10_CHUKWUDI045,2762.005602
FDO10_CHUKWUDI046,2750.412966
FDO11_CHUKWUDI010,2799.610775
FDO11_CHUKWUDI046,6805.526705
FDO11_CHUKWUDI049,6960.448903
FDO12_CHUKWUDI013,7084.329145
FDO12_CHUKWUDI046,7353.556078
FDO15_CHUKWUDI017,4008.444915
FDO15_CHUKWUDI018,2929.159494
FDO15_CHUKWUDI019,-2273.015853
FDO15_CHUKWUDI027,8469.402449
FDO15_CHUKWUDI035,4213.849656
FDO15_CHUKWUDI049,3835.866117
FDO16_CHUKWUDI018,3626.865951
FDO16_CHUKWUDI045,4294.55158
FDO16_CHUKWUDI046,4378.638701
FDO16_CHUKWUDI049,4611.77415
FDO19_CHUKWUDI017,4011.187019
FDO19_CHUKWUDI018,2897.318393
FDO19_CHUKWUDI027,8462.552985
FDO19_CHUKWUDI035,4164.298033
FDO19_CHUKWUDI045,3582.775953
FDO19_CHUKWUDI046,3610.013915
FDO19_CHUKWUDI049,3935.533516
FDO20_CHUKWUDI013,7450.64032
FDO20_CHUKWUDI018,7041.662733
FDO20_CHUKWUDI046,8002.342666
FDO20_CHUKWUDI049,8069.780128
FDO21_CHUKWUDI013,8108.900492
FDO21_CHUKWUDI018,7711.733669
FDO21_CHUKWUDI046,8523.878059
FDO22_CHUKWUDI017,4301.24406
FDO22_CHUKWUDI018,3076.294162
FDO22_CHUKWUDI035,4394.020612
FDO22_CHUKWUDI045,3779.522894
FDO22_CHUKWUDI049,4057.660395
FDO23_CHUKWUDI017,4485.113644
FDO23_CHUKWUDI018,3359.993741
FDO23_CHUKWUDI019,-1926.515687
FDO23_CHUKWUDI027,8966.222655
FDO23_CHUKWUDI035,4666.972355
FDO23_CHUKWUDI045,4259.187824
FDO25_CHUKWUDI010,2990.529482
FDO25_CHUKWUDI046,7161.18044
FDO27_CHUKWUDI018,2207.645501
FDO27_CHUKWUDI027,7810.800634
FDO27_CHUKWUDI045,3171.509434
FDO28_CHUKWUDI027,9431.089154
FDO28_CHUKWUDI035,5089.766566
FDO31_CHUKWUDI017,4734.287535
FDO31_CHUKWUDI018,3658.608737
FDO31_CHUKWUDI027,9270.219252
FDO31_CHUKWUDI046,4318.086636
FDO32_CHUKWUDI017,3180.971811
FDO32_CHUKWUDI018,2112.638541
FDO32_CHUKWUDI027,7626.099282
FDO32_CHUKWUDI035,3359.027867
FDO32_CHUKWUDI045,2727.37874
FDO32_CHUKWUDI046,2751.410622
FDO32_CHUKWUDI049,3034.023375
FDO36_CHUKWUDI013,6189.54623
FDO37_CHUKWUDI010,5146.351712
FDO37_CHUKWUDI013,8901.555256
FDO37_CHUKWUDI018,8553.869316
FDO37_CHUKWUDI049,9368.413755
FDO38_CHUKWUDI017,3836.199117
FDO38_CHUKWUDI018,2739.314384
FDO38_CHUKWUDI027,8383.549561
FDO38_CHUKWUDI045,3474.708846
FDO38_CHUKWUDI049,3653.394488
FDO39_CHUKWUDI013,8827.358581
FDO44_CHUKWUDI027,9310.779425
FDO44_CHUKWUDI035,5054.621848
FDO44_CHUKWUDI045,4433.753738
FDO45_CHUKWUDI017,3258.939461
FDO45_CHUKWUDI018,2023.38181
FDO45_CHUKWUDI027,7684.871452
FDO45_CHUKWUDI045,2783.532388
FDO45_CHUKWUDI046,2835.715386
FDO46_CHUKWUDI013,6788.481312
FDO48_CHUKWUDI013,6569.295266
FDO48_CHUKWUDI018,6214.631017
FDO48_CHUKWUDI046,6874.094542
FDO49_CHUKWUDI019,-3286.189375
FDO49_CHUKWUDI027,7468.947257
FDO49_CHUKWUDI046,2598.509989
FDO49_CHUKWUDI049,2828.046094
FDO50_CHUKWUDI017,4411.290326
FDO50_CHUKWUDI018,2962.125565
FDO50_CHUKWUDI027,8854.096394
FDO50_CHUKWUDI046,3908.678138
FDO51_CHUKWUDI018,1772.478145
FDO51_CHUKWUDI027,7334.532252
FDO52_CHUKWUDI013,6447.300201
FDO56_CHUKWUDI035,5869.907179
FDO56_CHUKWUDI045,5373.562613
FDO60_CHUKWUDI017,3238.410156
FDO60_CHUKWUDI018,2440.214244
FDO60_CHUKWUDI027,7963.069508
FDO60_CHUKWUDI035,3689.551981
FDO60_CHUKWUDI046,3092.62173
FDP03_CHUKWUDI035,5472.049447
FDP03_CHUKWUDI045,4723.355519
FDP04_CHUKWUDI018,2278.595912
FDP04_CHUKWUDI027,7843.789612
FDP04_CHUKWUDI045,3052.878671
FDP04_CHUKWUDI046,3055.233649
FDP04_CHUKWUDI049,3242.178436
FDP07_CHUKWUDI013,9085.479573
FDP07_CHUKWUDI046,9400.852542
FDP08_CHUKWUDI013,7246.966178
FDP10_CHUKWUDI017,3976.330601
FDP10_CHUKWUDI027,8439.355519
FDP10_CHUKWUDI035,4037.19769
FDP10_CHUKWUDI045,3490.802193
FDP11_CHUKWUDI010,2107.366905
FDP11_CHUKWUDI013,5855.205053
FDP11_CHUKWUDI046,6081.77196
FDP12_CHUKWUDI017,2601.628342
FDP12_CHUKWUDI035,2810.939905
FDP12_CHUKWUDI045,2193.77927
FDP12_CHUKWUDI046,2242.433324
FDP12_CHUKWUDI049,2496.811826
FDP13_CHUKWUDI018,1536.891779
FDP13_CHUKWUDI019,-3788.026647
FDP13_CHUKWUDI027,7107.409066
FDP13_CHUKWUDI049,2405.033047
FDP15_CHUKWUDI010,10194.58189
FDP16_CHUKWUDI010,7914.947054
FDP16_CHUKWUDI018,11157.63147
FDP16_CHUKWUDI046,11948.65376
FDP16_CHUKWUDI049,12195.94079
FDP19_CHUKWUDI045,6090.901464
FDP20_CHUKWUDI045,4055.039683
FDP22_CHUKWUDI017,3127.127366
FDP22_CHUKWUDI018,2048.078114
FDP22_CHUKWUDI027,7809.033396
FDP22_CHUKWUDI035,3372.491504
FDP22_CHUKWUDI045,2694.726603
FDP22_CHUKWUDI049,2919.626729
FDP23_CHUKWUDI013,6921.053156
FDP23_CHUKWUDI018,6443.777305
FDP24_CHUKWUDI027,9094.323527
FDP24_CHUKWUDI045,4192.474518
FDP25_CHUKWUDI010,6471.747713
FDP25_CHUKWUDI018,9815.290396
FDP25_CHUKWUDI046,10549.33716
FDP26_CHUKWUDI017,4320.822783
FDP26_CHUKWUDI018,3085.530075
FDP26_CHUKWUDI019,-2110.793558
FDP27_CHUKWUDI010,3396.060961
FDP27_CHUKWUDI013,6908.17754
FDP28_CHUKWUDI010,3297.907393
FDP28_CHUKWUDI013,7047.911309
FDP28_CHUKWUDI018,6635.958111
FDP28_CHUKWUDI045,7364.272098
FDP28_CHUKWUDI046,7437.918022
FDP28_CHUKWUDI049,7702.866066
FDP31_CHUKWUDI017,3584.090395
FDP31_CHUKWUDI018,2363.068463
FDP31_CHUKWUDI027,8072.566966
FDP31_CHUKWUDI035,3691.47326
FDP31_CHUKWUDI046,3162.017685
FDP33_CHUKWUDI013,12848.07228
FDP33_CHUKWUDI018,12573.06296
FDP33_CHUKWUDI046,13056.84461
FDP36_CHUKWUDI017,4597.304315
FDP36_CHUKWUDI018,3708.138532
FDP37_CHUKWUDI045,6221.360801
FDP38_CHUKWUDI017,3321.526154
FDP38_CHUKWUDI027,7758.017097
FDP38_CHUKWUDI049,3095.805648
FDP39_CHUKWUDI017,4290.320628
FDP39_CHUKWUDI018,3076.165346
FDP39_CHUKWUDI019,-2058.75105
FDP39_CHUKWUDI027,8706.13684
FDP39_CHUKWUDI045,3804.441536
FDP39_CHUKWUDI049,4061.298946
FDP40_CHUKWUDI019,-1424.678292
FDP40_CHUKWUDI035,5158.060398
FDP44_CHUKWUDI035,4967.71659
FDP44_CHUKWUDI045,4417.944415
FDP45_CHUKWUDI046,7129.947711
FDP45_CHUKWUDI049,7419.897549
FDP46_CHUKWUDI019,-632.4596551
FDP46_CHUKWUDI035,6000.093221
FDP46_CHUKWUDI046,5423.030404
FDP49_CHUKWUDI018,1490.899413
FDP49_CHUKWUDI019,-3832.511308
FDP49_CHUKWUDI027,6935.511634
FDP49_CHUKWUDI045,2080.014114
FDP49_CHUKWUDI046,2114.534229
FDP49_CHUKWUDI049,2301.337431
FDP52_CHUKWUDI018,9673.31452
FDP52_CHUKWUDI046,10397.03323
FDP56_CHUKWUDI017,3088.02075
FDP56_CHUKWUDI018,1909.339478
FDP56_CHUKWUDI027,7457.246177
FDP56_CHUKWUDI045,2594.897759
FDP56_CHUKWUDI049,2503.200578
FDP57_CHUKWUDI017,5495.085029
FDP57_CHUKWUDI035,5679.592029
FDP57_CHUKWUDI045,4959.357066
FDP58_CHUKWUDI018,7497.026079
FDP59_CHUKWUDI027,9879.25931
FDP59_CHUKWUDI045,5062.99189
FDP60_CHUKWUDI017,4793.097742
FDP60_CHUKWUDI027,9190.913427
FDP60_CHUKWUDI035,4892.35701
FDP60_CHUKWUDI045,4356.88528
FDQ01_CHUKWUDI018,8921.14712
FDQ01_CHUKWUDI049,9984.833926
FDQ03_CHUKWUDI013,7245.878219
FDQ03_CHUKWUDI049,7823.474198
FDQ04_CHUKWUDI019,-2804.468309
FDQ04_CHUKWUDI049,3320.291163
FDQ07_CHUKWUDI018,9101.954209
FDQ07_CHUKWUDI046,9811.571568
FDQ08_CHUKWUDI017,4142.359401
FDQ08_CHUKWUDI019,-2073.650888
FDQ08_CHUKWUDI027,8685.224011
FDQ08_CHUKWUDI035,4308.776735
FDQ08_CHUKWUDI045,3745.013049
FDQ08_CHUKWUDI046,3676.317462
FDQ09_CHUKWUDI027,9265.339038
FDQ09_CHUKWUDI035,5076.920533
FDQ09_CHUKWUDI045,4523.698606
FDQ10_CHUKWUDI013,7854.080336
FDQ11_CHUKWUDI018,7336.922125
FDQ11_CHUKWUDI046,8003.766635
FDQ12_CHUKWUDI046,7190.409934
FDQ13_CHUKWUDI019,-1940.326607
FDQ13_CHUKWUDI027,8861.529335
FDQ13_CHUKWUDI035,4225.443482
FDQ13_CHUKWUDI045,3875.218213
FDQ13_CHUKWUDI049,4178.223767
FDQ15_CHUKWUDI027,9325.397872
FDQ15_CHUKWUDI035,4905.296924
FDQ15_CHUKWUDI046,4635.395942
FDQ15_CHUKWUDI049,4647.719002
FDQ16_CHUKWUDI017,6258.567397
FDQ16_CHUKWUDI035,6457.184831
FDQ16_CHUKWUDI045,5452.413167
FDQ19_CHUKWUDI010,12140.79224
FDQ19_CHUKWUDI013,15870.43597
FDQ20_CHUKWUDI017,2106.023539
FDQ20_CHUKWUDI027,6609.988683
FDQ20_CHUKWUDI035,2276.098789
FDQ20_CHUKWUDI045,1733.615754
FDQ21_CHUKWUDI045,6305.939269
FDQ22_CHUKWUDI027,7189.620915
FDQ22_CHUKWUDI045,2220.860536
FDQ22_CHUKWUDI049,2491.900535
FDQ23_CHUKWUDI017,5069.235631
FDQ23_CHUKWUDI019,-1246.032352
FDQ23_CHUKWUDI027,9491.381996
FDQ23_CHUKWUDI035,5150.425655
FDQ24_CHUKWUDI013,9069.388458
FDQ24_CHUKWUDI018,8703.685605
FDQ26_CHUKWUDI017,3347.895094
FDQ26_CHUKWUDI018,2140.842529
FDQ26_CHUKWUDI027,7674.849872
FDQ26_CHUKWUDI035,3497.016842
FDQ26_CHUKWUDI045,2769.618759
FDQ26_CHUKWUDI046,2811.241574
FDQ26_CHUKWUDI049,3181.10815
FDQ27_CHUKWUDI019,-826.4977652
FDQ31_CHUKWUDI018,3486.845494
FDQ31_CHUKWUDI027,9166.33553
FDQ31_CHUKWUDI035,4881.869639
FDQ31_CHUKWUDI049,4454.147536
FDQ32_CHUKWUDI027,11384.92021
FDQ32_CHUKWUDI035,7185.929904
FDQ34_CHUKWUDI017,4727.672714
FDQ34_CHUKWUDI019,-2147.851536
FDQ34_CHUKWUDI035,4891.916814
FDQ34_CHUKWUDI045,4281.435674
FDQ36_CHUKWUDI017,2558.074132
FDQ36_CHUKWUDI018,1326.392162
FDQ36_CHUKWUDI019,-3484.304076
FDQ36_CHUKWUDI035,2658.350641
FDQ36_CHUKWUDI045,1983.911142
FDQ36_CHUKWUDI046,2366.614925
FDQ36_CHUKWUDI049,2319.014814
FDQ37_CHUKWUDI010,7334.210053
FDQ37_CHUKWUDI013,11108.00831
FDQ39_CHUKWUDI010,4981.430428
FDQ39_CHUKWUDI013,8808.431201
FDQ40_CHUKWUDI013,5891.562604
FDQ44_CHUKWUDI035,6274.515513
FDQ45_CHUKWUDI010,2730.256407
FDQ45_CHUKWUDI013,6369.109343
FDQ46_CHUKWUDI035,4546.659133
FDQ46_CHUKWUDI045,4003.905695
FDQ47_CHUKWUDI017,3494.560744
FDQ47_CHUKWUDI018,2337.517133
FDQ47_CHUKWUDI035,3619.77487
FDQ47_CHUKWUDI045,2991.505103
FDQ48_CHUKWUDI017,4468.694952
FDQ48_CHUKWUDI018,3421.457375
FDQ48_CHUKWUDI027,8972.740116
FDQ48_CHUKWUDI035,4724.095952
FDQ51_CHUKWUDI017,3783.888915
FDQ51_CHUKWUDI027,8116.42811
FDQ51_CHUKWUDI035,3938.980867
FDQ52_CHUKWUDI013,11250.66283
FDQ52_CHUKWUDI018,10884.59047
FDQ52_CHUKWUDI049,11891.2517
FDQ55_CHUKWUDI027,9877.937392
FDQ55_CHUKWUDI035,5554.836039
FDQ55_CHUKWUDI045,4959.113425
FDQ56_CHUKWUDI018,3689.077394
FDQ56_CHUKWUDI027,9216.532118
FDQ56_CHUKWUDI035,5052.623403
FDQ56_CHUKWUDI046,4370.389765
FDQ56_CHUKWUDI049,4677.914484
FDQ59_CHUKWUDI027,7973.675496
FDQ59_CHUKWUDI035,3603.989682
FDQ59_CHUKWUDI045,3022.322262
FDQ59_CHUKWUDI046,2999.945805
FDR01_CHUKWUDI013,7744.405867
FDR02_CHUKWUDI045,4697.008425
FDR04_CHUKWUDI017,3924.478953
FDR04_CHUKWUDI018,2807.939192
FDR04_CHUKWUDI027,8375.018501
FDR04_CHUKWUDI045,3413.446076
FDR07_CHUKWUDI018,3680.616253
FDR07_CHUKWUDI019,-1627.990877
FDR07_CHUKWUDI027,9300.049796
FDR08_CHUKWUDI017,4077.074304
FDR08_CHUKWUDI035,4183.264141
FDR08_CHUKWUDI045,3598.111877
FDR09_CHUKWUDI010,6080.696265
FDR09_CHUKWUDI013,9930.507475
FDR09_CHUKWUDI018,9468.830479
FDR09_CHUKWUDI049,10500.1925
FDR12_CHUKWUDI013,4388.740586
FDR14_CHUKWUDI017,2169.331317
FDR14_CHUKWUDI019,-4343.724248
FDR14_CHUKWUDI027,6551.423365
FDR14_CHUKWUDI046,1651.434156
FDR20_CHUKWUDI017,3793.40036
FDR20_CHUKWUDI018,2671.52534
FDR20_CHUKWUDI035,3988.333295
FDR20_CHUKWUDI045,3367.681895
FDR20_CHUKWUDI049,3599.633419
FDR21_CHUKWUDI013,5346.37194
FDR22_CHUKWUDI027,9534.090426
FDR22_CHUKWUDI045,4640.077609
FDR23_CHUKWUDI013,8015.824611
FDR24_CHUKWUDI017,3310.831073
FDR24_CHUKWUDI027,7733.640356
FDR24_CHUKWUDI035,3541.632285
FDR24_CHUKWUDI045,2814.25254
FDR25_CHUKWUDI018,7472.329492
FDR25_CHUKWUDI027,13007.38931
FDR25_CHUKWUDI045,8172.414845
FDR25_CHUKWUDI046,8232.043967
FDR26_CHUKWUDI010,1083.411552
FDR26_CHUKWUDI013,4812.7193
FDR27_CHUKWUDI027,10247.88379
FDR32_CHUKWUDI013,9470.562036
FDR32_CHUKWUDI046,9838.473336
FDR33_CHUKWUDI017,6286.149715
FDR33_CHUKWUDI019,60.49121023
FDR33_CHUKWUDI035,6452.642731
FDR33_CHUKWUDI045,5885.296956
FDR34_CHUKWUDI018,12878.24552
FDR34_CHUKWUDI046,13626.47064
FDR34_CHUKWUDI049,13863.15728
